.\TS_CASM_Inp\T3DIGPondWater_2019.dat
Init exposure day: 001
  82   0.311    0.06    0.07
  83   0.310    0.04    0.04
  84   0.310    0.03    0.05
  85   0.310    0.06    0.05
  86   0.306    0.06    0.05
  87   0.303    0.03    0.08
  88   0.300    0.04    0.04
  89   0.296    0.04    0.09
  90   0.293    0.15    0.07
  91   0.289    0.03    0.03
  92   0.286    0.05    0.04
  93   0.283    0.05    0.03
  94   0.280    0.03    0.03
  95   0.277    0.03    0.03
  96   0.273    0.04    0.04
  97   0.270    0.05    0.04
  98   0.267    0.06    0.04
  99   0.264    0.05    0.04
 100   0.261    0.03    0.04
 101   0.258    0.03    0.08
 102   0.255    0.02    0.06
 103   0.252    0.03    0.06
 104   0.249    0.05    0.03
 105   0.247    0.03    0.04
 106   0.244    0.03    0.06
 107   0.241    0.07    0.06
 108   0.238    0.09    0.06
 109   0.236    0.03    0.04
 110   0.233    0.05    0.05
 111   0.230    0.03    0.06
 112   0.228    0.07    0.03
 113   0.225    0.03    0.07
 114   0.223    0.04    0.04
 115   0.220    0.03    0.04
 116   0.227    0.07    0.05
 117   0.234    0.05    0.05
 118   0.242    0.02    0.11
 119   0.250    0.04    0.05
 120   0.258    0.05    0.06
 121   0.266    0.07    0.03
 122   0.275    0.02    0.05
 123   0.283    0.02    0.04
 124   0.292    0.03    0.07
 125   0.302    0.03    0.05
 126   0.312    0.08    0.05
 127   0.322    0.03    0.05
 128   0.332    0.07    0.04
 129   0.343    0.03    0.04
 130   0.354    0.11    0.04
 131   0.365    0.05    0.05
 132   0.377    0.04    0.08
 133   0.389    0.04    0.07
 134   0.401    0.08    0.06
 135   0.414    0.08    0.05
 136   0.428    0.04    0.06
 137   0.441    0.04    0.06
 138   0.455    0.02    0.06
 139   0.470    0.04    0.05
 140   0.485    0.03    0.02
 141   0.501    0.03    0.04
 142   0.517    0.06    0.04
 143   0.534    0.02    0.07
 144   0.527    0.03    0.03
 145   0.521    0.03    0.05
 146   0.515    0.03    0.06
 147   0.510    0.05    0.07
 148   0.504    0.03    0.04
 149   0.498    0.06    0.03
 150   0.492    0.04    0.03
 151   0.487    0.05    0.04
 152   0.481    0.05    0.05
 153   0.475    0.04    0.06
 154   0.470    0.04    0.05
 155   0.465    0.10    0.04
 156   0.459    0.03    0.05
 157   0.454    0.04    0.05
 158   0.449    0.02    0.04
 159   0.444    0.04    0.08
 160   0.439    0.05    0.04
 161   0.434    0.04    0.04
 162   0.429    0.04    0.03
 163   0.424    0.03    0.04
 164   0.419    0.02    0.05
 165   0.414    0.06    0.06
 166   0.409    0.04    0.03
 167   0.405    0.11    0.04
 168   0.400    0.05    0.06
 169   0.395    0.04    0.07
 170   0.391    0.03    0.03
 171   0.386    0.04    0.06
 172   0.384    0.05    0.04
 173   0.382    0.04    0.05
 174   0.380    0.04    0.04
 175   0.378    0.03    0.06
 176   0.376    0.08    0.07
 177   0.374    0.04    0.05
 178   0.372    0.02    0.06
 179   0.370    0.03    0.05
 180   0.368    0.04    0.07
 181   0.366    0.05    0.07
 182   0.364    0.04    0.04
 183   0.362    0.06    0.04
 184   0.360    0.04    0.06
 185   0.358    0.03    0.05
 186   0.356    0.02    0.03
 187   0.354    0.05    0.04
 188   0.352    0.04    0.04
 189   0.350    0.11    0.06
 190   0.348    0.06    0.05
 191   0.346    0.12    0.05
 192   0.345    0.02    0.06
 193   0.343    0.04    0.03
 194   0.341    0.04    0.03
 195   0.339    0.07    0.05
 196   0.337    0.06    0.06
 197   0.331    0.04    0.06
 198   0.325    0.03    0.05
 199   0.319    0.06    0.03
 200   0.313    0.02    0.08
 201   0.307    0.04    0.04
 202   0.302    0.02    0.03
 203   0.296    0.09    0.05
 204   0.291    0.05    0.05
 205   0.285    0.03    0.04
 206   0.280    0.03    0.04
 207   0.275    0.05    0.04
 208   0.270    0.02    0.05
 209   0.265    0.05    0.06
 210   0.260    0.04    0.04
 211   0.255    0.06    0.06
 212   0.251    0.02    0.03
 213   0.246    0.03    0.02
 214   0.241    0.06    0.06
 215   0.237    0.01    0.03
 216   0.233    0.06    0.05
 217   0.228    0.03    0.05
 218   0.224    0.04    0.04
 219   0.220    0.07    0.04
 220   0.250    0.02    0.05
 221   0.285    0.03    0.03
 222   0.324    0.05    0.05
 223   0.368    0.02    0.05
 224   0.419    0.05    0.05
 225   0.476    0.03    0.05
 226   0.542    0.02    0.03
 227   0.616    0.10    0.03
 228   0.701    0.02    0.03
 229   0.797    0.05    0.05
 230   0.907    0.08    0.04
 231   1.031    0.08    0.04
 232   1.173    0.03    0.04
 233   1.334    0.05    0.03
 234   1.517    0.06    0.03
 235   1.726    0.06    0.07
 236   1.963    0.05    0.03
 237   2.233    0.03    0.04
 238   2.539    0.05    0.04
 239   2.888    0.12    0.06
 240   2.790    0.09    0.05
 241   2.696    0.05    0.05
 242   2.604    0.04    0.05
 243   2.516    0.04    0.05
 244   2.431    0.03    0.04
 245   2.348    0.06    0.05
 246   2.269    0.03    0.04
 247   2.192    0.04    0.04
 248   2.118    0.03    0.05
 249   2.046    0.03    0.06
 250   1.977    0.05    0.07
 251   1.910    0.07    0.03
 252   1.845    0.03    0.05
 253   1.782    0.03    0.04
 254   1.722    0.03    0.05
 255   1.664    0.09    0.04
 256   1.607    0.03    0.07
 257   1.553    0.04    0.03
 258   1.500    0.04    0.05
 259   1.449    0.04    0.04
 260   1.400    0.03    0.04
 261   1.353    0.07    0.07
 262   1.307    0.05    0.04
 263   1.263    0.03    0.04
 264   1.220    0.04    0.05
 265   1.179    0.05    0.05
 266   1.139    0.02    0.03
 267   1.100    0.10    0.05
 268   1.106    0.05    0.02
 269   1.112    0.04    0.06
 270   1.118    0.04    0.04
 271   1.124    0.07    0.04
 272   1.130    0.03    0.05
 273   1.136    0.03    0.04
 274   1.142    0.01    0.03
 275   1.148    0.02    0.09
 276   1.154    0.07    0.05
 277   1.161    0.06    0.06
 278   1.167    0.02    0.05
 279   1.173    0.03    0.05
 280   1.180    0.03    0.06
 281   1.186    0.07    0.06
 282   1.192    0.02    0.05
 283   1.199    0.04    0.04
 284   1.205    0.04    0.06
 285   1.212    0.04    0.05
 286   1.218    0.04    0.03
 287   1.225    0.05    0.04
 288   1.231    0.03    0.06
 289   1.238    0.05    0.04
 290   1.245    0.03    0.04
 291   1.251    0.03    0.07
 292   1.258    0.02    0.05
 293   1.265    0.04    0.04
 294   1.272    0.03    0.03
 295   1.279    0.06    0.05
 296   1.261    0.05    0.07
 297   1.244    0.06    0.03
 298   1.227    0.03    0.04
 299   1.210    0.05    0.04
 300   1.194    0.05    0.06
 301   1.178    0.03    0.06
 302   1.162    0.06    0.05
 303   1.146    0.04    0.05
 304   1.130    0.02    0.06
 305   1.115    0.04    0.06
 306   1.100    0.03    0.05
 307   1.085    0.03    0.05
 308   1.070    0.05    0.05
 309   1.056    0.08    0.07
 310   1.041    0.04    0.06
 311   1.027    0.04    0.06
 312   1.013    0.05    0.04
 313   0.999    0.10    0.04
 314   0.986    0.09    0.07
 315   0.972    0.04    0.03
 316   0.959    0.09    0.04
 317   0.946    0.06    0.05
 318   0.933    0.03    0.03
 319   0.920    0.02    0.04
 320   0.908    0.04    0.03
 321   0.896    0.05    0.05
 322   0.883    0.02    0.02
 323   0.871    0.09    0.03
 324   0.000    0.03    0.03
 325   0.000    0.04    0.04
 326   0.000    0.03    0.06
 327   0.000    0.04    0.03
 328   0.000    0.03    0.04
 329   0.000    0.05    0.06
 330   0.000    0.04    0.05
 331   0.000    0.03    0.04
 332   0.000    0.03    0.04
 333   0.000    0.01    0.05
 334   0.000    0.04    0.06
 335   0.000    0.05    0.05
 336   0.000    0.05    0.05
 337   0.000    0.06    0.03
 338   0.000    0.03    0.08
 339   0.000    0.05    0.03
 340   0.000    0.02    0.05
 341   0.000    0.06    0.04
 342   0.000    0.02    0.03
 343   0.000    0.03    0.04
 344   0.000    0.05    0.04
 345   0.000    0.03    0.05
 346   0.000    0.04    0.04
 347   0.000    0.04    0.06
 348   0.000    0.03    0.05
 349   0.000    0.02    0.03
 350   0.000    0.04    0.03
 351   0.000    0.05    0.05
 352   0.000    0.05    0.04
 353   0.000    0.03    0.05
 354   0.000    0.04    0.04
 355   0.000    0.03    0.04
 356   0.000    0.03    0.06
 357   0.000    0.04    0.06
 358   0.000    0.03    0.05
 359   0.000    0.01    0.03
 360   0.000    0.02    0.06
 361   0.000    0.06    0.09
 362   0.000    0.05    0.07
 363   0.000    0.03    0.08
 364   0.000    0.03    0.03
 365   0.000    0.03    0.06
