.\TS_CASM_Inp\T3DIGPondWater_2018.dat
Init exposure day: 001
  82   0.025    0.06    0.07
  83   0.025    0.04    0.04
  84   0.025    0.03    0.05
  85   0.025    0.06    0.05
  86   0.025    0.06    0.05
  87   0.025    0.03    0.08
  88   0.025    0.04    0.04
  89   0.025    0.04    0.09
  90   0.025    0.15    0.07
  91   0.025    0.03    0.03
  92   0.053    0.05    0.04
  93   0.056    0.05    0.03
  94   0.060    0.03    0.03
  95   0.058    0.03    0.03
  96   0.057    0.04    0.04
  97   0.055    0.05    0.04
  98   0.054    0.06    0.04
  99   0.053    0.05    0.04
 100   0.051    0.03    0.04
 101   0.025    0.03    0.08
 102   0.025    0.02    0.06
 103   0.025    0.03    0.06
 104   0.025    0.05    0.03
 105   0.025    0.03    0.04
 106   0.025    0.03    0.06
 107   0.025    0.07    0.06
 108   0.025    0.09    0.06
 109   0.025    0.03    0.04
 110   0.025    0.05    0.05
 111   0.025    0.03    0.06
 112   0.025    0.07    0.03
 113   0.025    0.03    0.07
 114   0.025    0.04    0.04
 115   0.025    0.03    0.04
 116   0.025    0.07    0.05
 117   0.025    0.05    0.05
 118   0.025    0.02    0.11
 119   0.025    0.04    0.05
 120   0.025    0.05    0.06
 121   0.025    0.07    0.03
 122   0.025    0.02    0.05
 123   0.025    0.02    0.04
 124   0.025    0.03    0.07
 125   0.025    0.03    0.05
 126   0.025    0.08    0.05
 127   0.025    0.03    0.05
 128   0.025    0.07    0.04
 129   0.025    0.03    0.04
 130   0.025    0.11    0.04
 131   0.025    0.05    0.05
 132   0.025    0.04    0.08
 133   0.010    0.04    0.07
 134   0.010    0.08    0.06
 135   0.010    0.08    0.05
 136   0.010    0.04    0.06
 137   0.010    0.04    0.06
 138   0.010    0.02    0.06
 139   0.010    0.04    0.05
 140   0.010    0.03    0.02
 141   0.010    0.03    0.04
 142   0.010    0.06    0.04
 143   0.010    0.02    0.07
 144   0.010    0.03    0.03
 145   0.010    0.03    0.05
 146   0.010    0.03    0.06
 147   0.010    0.05    0.07
 148   0.010    0.03    0.04
 149   0.010    0.06    0.03
 150   0.010    0.04    0.03
 151   0.010    0.05    0.04
 152   0.010    0.05    0.05
 153   0.010    0.04    0.06
 154   0.010    0.04    0.05
 155   0.010    0.10    0.04
 156   0.010    0.03    0.05
 157   0.010    0.04    0.05
 158   0.010    0.02    0.04
 159   0.010    0.04    0.08
 160   0.010    0.05    0.04
 161   0.010    0.04    0.04
 162   0.010    0.04    0.03
 163   0.010    0.03    0.04
 164   0.010    0.02    0.05
 165   0.010    0.06    0.06
 166   0.010    0.04    0.03
 167   0.010    0.11    0.04
 168   0.010    0.05    0.06
 169   0.010    0.04    0.07
 170   0.010    0.03    0.03
 171   0.010    0.04    0.06
 172   0.010    0.05    0.04
 173   0.010    0.04    0.05
 174   0.010    0.04    0.04
 175   0.010    0.03    0.06
 176   0.010    0.08    0.07
 177   0.010    0.04    0.05
 178   0.010    0.02    0.06
 179   0.010    0.03    0.05
 180   0.010    0.04    0.07
 181   0.010    0.05    0.07
 182   0.010    0.04    0.04
 183   0.010    0.06    0.04
 184   0.010    0.04    0.06
 185   0.010    0.03    0.05
 186   0.010    0.02    0.03
 187   0.010    0.05    0.04
 188   0.010    0.04    0.04
 189   0.010    0.11    0.06
 190   0.010    0.06    0.05
 191   0.010    0.12    0.05
 192   0.010    0.02    0.06
 193   0.010    0.04    0.03
 194   0.010    0.04    0.03
 195   0.010    0.07    0.05
 196   0.010    0.06    0.06
 197   0.010    0.04    0.06
 198   0.010    0.03    0.05
 199   0.010    0.06    0.03
 200   0.010    0.02    0.08
 201   0.010    0.04    0.04
 202   0.010    0.02    0.03
 203   0.010    0.09    0.05
 204   0.010    0.05    0.05
 205   0.010    0.03    0.04
 206   0.010    0.03    0.04
 207   0.010    0.05    0.04
 208   0.010    0.02    0.05
 209   0.010    0.05    0.06
 210   0.010    0.04    0.04
 211   0.010    0.06    0.06
 212   0.010    0.02    0.03
 213   0.010    0.03    0.02
 214   0.010    0.06    0.06
 215   0.010    0.01    0.03
 216   0.010    0.06    0.05
 217   0.010    0.03    0.05
 218   0.010    0.04    0.04
 219   0.010    0.07    0.04
 220   0.010    0.02    0.05
 221   0.010    0.03    0.03
 222   0.010    0.05    0.05
 223   0.010    0.02    0.05
 224   0.010    0.05    0.05
 225   0.010    0.03    0.05
 226   0.010    0.02    0.03
 227   0.010    0.10    0.03
 228   0.010    0.02    0.03
 229   0.010    0.05    0.05
 230   0.010    0.08    0.04
 231   0.010    0.08    0.04
 232   0.010    0.03    0.04
 233   0.010    0.05    0.03
 234   0.010    0.06    0.03
 235   0.010    0.06    0.07
 236   0.025    0.05    0.03
 237   0.025    0.03    0.04
 238   0.025    0.05    0.04
 239   0.025    0.12    0.06
 240   0.025    0.09    0.05
 241   0.025    0.05    0.05
 242   0.025    0.04    0.05
 243   0.025    0.04    0.05
 244   0.025    0.03    0.04
 245   0.025    0.06    0.05
 246   0.025    0.03    0.04
 247   0.025    0.04    0.04
 248   0.050    0.03    0.05
 249   0.054    0.03    0.06
 250   0.059    0.05    0.07
 251   0.063    0.07    0.03
 252   0.068    0.03    0.05
 253   0.073    0.03    0.04
 254   0.079    0.03    0.05
 255   0.085    0.09    0.04
 256   0.092    0.03    0.07
 257   0.099    0.04    0.03
 258   0.107    0.04    0.05
 259   0.116    0.04    0.04
 260   0.125    0.03    0.04
 261   0.134    0.07    0.07
 262   0.132    0.05    0.04
 263   0.130    0.03    0.04
 264   0.128    0.04    0.05
 265   0.126    0.05    0.05
 266   0.125    0.02    0.03
 267   0.123    0.10    0.05
 268   0.121    0.05    0.02
 269   0.119    0.04    0.06
 270   0.117    0.04    0.04
 271   0.116    0.07    0.04
 272   0.114    0.03    0.05
 273   0.112    0.03    0.04
 274   0.110    0.01    0.03
 275   0.109    0.02    0.09
 276   0.107    0.07    0.05
 277   0.106    0.06    0.06
 278   0.104    0.02    0.05
 279   0.102    0.03    0.05
 280   0.101    0.03    0.06
 281   0.099    0.07    0.06
 282   0.098    0.02    0.05
 283   0.096    0.04    0.04
 284   0.095    0.04    0.06
 285   0.094    0.04    0.05
 286   0.092    0.04    0.03
 287   0.091    0.05    0.04
 288   0.090    0.03    0.06
 289   0.088    0.05    0.04
 290   0.087    0.03    0.04
 291   0.086    0.03    0.07
 292   0.085    0.02    0.05
 293   0.085    0.04    0.04
 294   0.084    0.03    0.03
 295   0.083    0.06    0.05
 296   0.083    0.05    0.07
 297   0.082    0.06    0.03
 298   0.082    0.03    0.04
 299   0.081    0.05    0.04
 300   0.080    0.05    0.06
 301   0.080    0.03    0.06
 302   0.079    0.06    0.05
 303   0.078    0.04    0.05
 304   0.078    0.02    0.06
 305   0.077    0.04    0.06
 306   0.077    0.03    0.05
 307   0.076    0.03    0.05
 308   0.075    0.05    0.05
 309   0.075    0.08    0.07
 310   0.074    0.04    0.06
 311   0.074    0.04    0.06
 312   0.073    0.05    0.04
 313   0.072    0.10    0.04
 314   0.072    0.09    0.07
 315   0.071    0.04    0.03
 316   0.071    0.09    0.04
 317   0.070    0.06    0.05
 318   0.070    0.03    0.03
 319   0.069    0.02    0.04
 320   0.068    0.04    0.03
 321   0.068    0.05    0.05
 322   0.067    0.02    0.02
 323   0.067    0.09    0.03
 324   0.067    0.03    0.03
 325   0.067    0.04    0.04
 326   0.067    0.03    0.06
 327   0.067    0.04    0.03
 328   0.067    0.03    0.04
 329   0.067    0.05    0.06
 330   0.067    0.04    0.05
 331   0.067    0.03    0.04
 332   0.067    0.03    0.04
 333   0.066    0.01    0.05
 334   0.066    0.04    0.06
 335   0.066    0.05    0.05
 336   0.066    0.05    0.05
 337   0.066    0.06    0.03
 338   0.066    0.03    0.08
 339   0.066    0.05    0.03
 340   0.066    0.02    0.05
 341   0.066    0.06    0.04
 342   0.066    0.02    0.03
 343   0.066    0.03    0.04
 344   0.066    0.05    0.04
 345   0.066    0.03    0.05
 346   0.066    0.04    0.04
 347   0.066    0.04    0.06
 348   0.066    0.03    0.05
 349   0.066    0.02    0.03
 350   0.066    0.04    0.03
 351   0.066    0.05    0.05
 352   0.066    0.05    0.04
 353   0.066    0.03    0.05
 354   0.066    0.04    0.04
 355   0.066    0.03    0.04
 356   0.066    0.03    0.06
 357   0.066    0.04    0.06
 358   0.065    0.03    0.05
 359   0.065    0.01    0.03
 360   0.065    0.02    0.06
 361   0.065    0.06    0.09
 362   0.065    0.05    0.07
 363   0.065    0.03    0.08
 364   0.065    0.03    0.03
 365   0.065    0.03    0.06
