.\TS_CASM_Inp\Solatenol_exp_ESLS1986_15VFS.dat
Init exposure day: 001
  81   0.602    0.03    0.05
  82   0.602    0.06    0.07
  83   0.602    0.04    0.04
  84   0.602    0.03    0.05
  85   0.602    0.06    0.05
  86   0.602    0.06    0.05
  87   0.602    0.03    0.08
  88   0.600    0.04    0.04
  89   0.600    0.04    0.09
  90   0.600    0.15    0.07
  91   0.600    0.03    0.03
  92   0.600    0.05    0.04
  93   0.600    0.05    0.03
  94   0.600    0.03    0.03
  95   0.600    0.03    0.03
  96   0.600    0.04    0.04
  97   0.600    0.05    0.04
  98   0.600    0.06    0.04
  99   0.600    0.05    0.04
 100   0.600    0.03    0.04
 101   0.598    0.03    0.08
 102   0.598    0.02    0.06
 103   0.598    0.03    0.06
 104   0.598    0.05    0.03
 105   0.598    0.03    0.04
 106   0.598    0.03    0.06
 107   0.598    0.07    0.06
 108   0.598    0.09    0.06
 109   0.598    0.03    0.04
 110   0.598    0.05    0.05
 111   0.596    0.03    0.06
 112   0.596    0.07    0.03
 113   0.596    0.03    0.07
 114   0.596    0.04    0.04
 115   0.596    0.03    0.04
 116   0.596    0.07    0.05
 117   0.596    0.05    0.05
 118   0.596    0.02    0.11
 119   0.598    0.04    0.05
 120   0.612    0.05    0.06
 121   0.608    0.07    0.03
 122   0.604    0.02    0.05
 123   0.602    0.02    0.04
 124   0.600    0.03    0.07
 125   0.598    0.03    0.05
 126   0.596    0.08    0.05
 127   0.596    0.03    0.05
 128   0.596    0.07    0.04
 129   0.594    0.03    0.04
 130   0.594    0.11    0.04
 131   0.594    0.05    0.05
 132   0.594    0.04    0.08
 133   0.594    0.04    0.07
 134   0.592    0.08    0.06
 135   0.592    0.08    0.05
 136   0.596    0.04    0.06
 137   0.716    0.04    0.06
 138   0.680    0.02    0.06
 139   0.654    0.04    0.05
 140   0.638    0.03    0.02
 141   0.624    0.03    0.04
 142   0.616    0.06    0.04
 143   0.610    0.02    0.07
 144   0.606    0.03    0.03
 145   0.602    0.03    0.05
 146   0.600    0.03    0.06
 147   0.598    0.05    0.07
 148   0.598    0.03    0.04
 149   0.596    0.06    0.03
 150   0.596    0.04    0.03
 151   0.596    0.05    0.04
 152   0.594    0.05    0.05
 153   0.594    0.04    0.06
 154   0.594    0.04    0.05
 155   0.594    0.10    0.04
 156   0.594    0.03    0.05
 157   0.592    0.04    0.05
 158   0.592    0.02    0.04
 159   0.592    0.04    0.08
 160   0.592    0.05    0.04
 161   0.592    0.04    0.04
 162   0.592    0.04    0.03
 163   0.590    0.03    0.04
 164   0.590    0.02    0.05
 165   0.590    0.06    0.06
 166   0.590    0.04    0.03
 167   0.590    0.11    0.04
 168   0.590    0.05    0.06
 169   0.588    0.04    0.07
 170   0.588    0.03    0.03
 171   0.588    0.04    0.06
 172   0.588    0.05    0.04
 173   0.588    0.04    0.05
 174   0.588    0.04    0.04
 175   0.586    0.03    0.06
 176   0.586    0.08    0.07
 177   0.586    0.04    0.05
 178   0.586    0.02    0.06
 179   0.586    0.03    0.05
 180   0.584    0.04    0.07
 181   1.128    0.05    0.07
 182   0.970    0.04    0.04
 183   0.862    0.06    0.04
 184   0.784    0.04    0.06
 185   0.730    0.03    0.05
 186   0.694    0.02    0.03
 187   0.668    0.05    0.04
 188   0.648    0.04    0.04
 189   2.840    0.11    0.06
 190   2.180    0.06    0.05
 191   1.742    0.12    0.05
 192   1.428    0.02    0.06
 193   1.210    0.04    0.03
 194   1.058    0.04    0.03
 195   0.952    0.07    0.05
 196   0.878    0.06    0.06
 197   0.826    0.04    0.06
 198   0.790    0.03    0.05
 199   0.764    0.06    0.03
 200   0.746    0.02    0.08
 201   0.734    0.04    0.04
 202   0.726    0.02    0.03
 203   0.718    0.09    0.05
 204   0.714    0.05    0.05
 205   0.710    0.03    0.04
 206   0.708    0.03    0.04
 207   0.706    0.05    0.04
 208   0.704    0.02    0.05
 209   0.704    0.05    0.06
 210   0.702    0.04    0.04
 211   0.702    0.06    0.06
 212   0.700    0.02    0.03
 213   0.700    0.03    0.02
 214   0.698    0.06    0.06
 215   0.698    0.01    0.03
 216   0.698    0.06    0.05
 217   0.698    0.03    0.05
 218   0.696    0.04    0.04
 219   0.710    0.07    0.04
 220   0.706    0.02    0.05
 221   0.702    0.03    0.03
 222   0.700    0.05    0.05
 223   0.698    0.02    0.05
 224   0.696    0.05    0.05
 225   0.694    0.03    0.05
 226   0.694    0.02    0.03
 227   0.692    0.10    0.03
 228   0.692    0.02    0.03
 229   0.692    0.05    0.05
 230   0.692    0.08    0.04
 231   0.690    0.08    0.04
 232   0.690    0.03    0.04
 233   0.690    0.05    0.03
 234   0.688    0.06    0.03
 235   0.688    0.06    0.07
 236   0.688    0.05    0.03
 237   0.688    0.03    0.04
 238   0.688    0.05    0.04
 239   0.686    0.12    0.06
 240   0.686    0.09    0.05
 241   0.686    0.05    0.05
 242   0.686    0.04    0.05
 243   0.684    0.04    0.05
 244   0.684    0.03    0.04
 245   0.684    0.06    0.05
 246   0.684    0.03    0.04
 247   0.684    0.04    0.04
 248   0.682    0.03    0.05
 249   0.682    0.03    0.06
 250   0.682    0.05    0.07
 251   0.682    0.07    0.03
 252   0.682    0.03    0.05
 253   0.682    0.03    0.04
 254   0.680    0.03    0.05
 255   0.680    0.09    0.04
 256   0.680    0.03    0.07
 257   0.680    0.04    0.03
 258   0.680    0.04    0.05
 259   0.678    0.04    0.04
 260   0.678    0.03    0.04
 261   0.678    0.07    0.07
 262   0.678    0.05    0.04
 263   0.678    0.03    0.04
 264   0.678    0.04    0.05
 265   0.676    0.05    0.05
 266   0.676    0.02    0.03
 267   0.784    0.10    0.05
 268   0.752    0.05    0.02
 269   0.730    0.04    0.06
 270   0.714    0.04    0.04
 271   0.704    0.07    0.04
 272   0.706    0.03    0.05
 273   0.698    0.03    0.04
 274   0.692    0.01    0.03
 275   0.688    0.02    0.09
 276   0.684    0.07    0.05
 277   0.682    0.06    0.06
 278   0.680    0.02    0.05
 279   0.680    0.03    0.05
 280   0.678    0.03    0.06
 281   0.678    0.07    0.06
 282   0.676    0.02    0.05
 283   0.676    0.04    0.04
 284   0.676    0.04    0.06
 285   0.676    0.04    0.05
 286   0.674    0.04    0.03
 287   0.674    0.05    0.04
 288   0.674    0.03    0.06
 289   0.674    0.05    0.04
 290   0.674    0.03    0.04
 291   0.674    0.03    0.07
 292   0.672    0.02    0.05
 293   0.672    0.04    0.04
 294   0.672    0.03    0.03
 295   0.672    0.06    0.05
 296   0.672    0.05    0.07
 297   0.672    0.06    0.03
 298   0.702    0.03    0.04
 299   0.692    0.05    0.04
 300   0.686    0.05    0.06
 301   0.682    0.03    0.06
 302   0.678    0.06    0.05
 303   0.676    0.04    0.05
 304   0.674    0.02    0.06
 305   0.674    0.04    0.06
 306   0.672    0.03    0.05
 307   0.672    0.03    0.05
 308   0.672    0.05    0.05
 309   0.670    0.08    0.07
 310   0.670    0.04    0.06
 311   0.670    0.04    0.06
 312   0.670    0.05    0.04
 313   0.670    0.10    0.04
 314   0.670    0.09    0.07
 315   0.670    0.04    0.03
 316   0.670    0.09    0.04
 317   0.668    0.06    0.05
 318   0.668    0.03    0.03
 319   0.668    0.02    0.04
 320   0.668    0.04    0.03
 321   0.668    0.05    0.05
 322   0.668    0.02    0.02
 323   0.668    0.09    0.03
 324   0.668    0.03    0.03
 325   0.668    0.04    0.04
 326   0.668    0.03    0.06
 327   0.668    0.04    0.03
 328   0.668    0.03    0.04
 329   0.668    0.05    0.06
 330   0.666    0.04    0.05
 331   0.666    0.03    0.04
 332   0.666    0.03    0.04
 333   0.666    0.01    0.05
 334   0.666    0.04    0.06
 335   0.688    0.05    0.05
 336   0.682    0.05    0.05
 337   0.676    0.06    0.03
 338   0.674    0.03    0.08
 339   0.672    0.05    0.03
 340   0.670    0.02    0.05
 341   0.668    0.06    0.04
 342   0.668    0.02    0.03
 343   0.668    0.03    0.04
 344   0.668    0.05    0.04
 345   0.668    0.03    0.05
 346   0.666    0.04    0.04
 347   0.666    0.04    0.06
 348   0.666    0.03    0.05
 349   0.666    0.02    0.03
 350   0.666    0.04    0.03
 351   0.666    0.05    0.05
 352   0.666    0.05    0.04
 353   0.666    0.03    0.05
 354   0.666    0.04    0.04
 355   0.666    0.03    0.04
 356   0.666    0.03    0.06
 357   0.666    0.04    0.06
 358   0.666    0.03    0.05
 359   0.666    0.01    0.03
 360   0.666    0.02    0.06
 361   0.666    0.06    0.09
 362   0.666    0.05    0.07
 363   0.666    0.03    0.08
 364   0.664    0.03    0.03
 365   0.664    0.03    0.06
