.\TS_CASM_Inp\T3DIGPondWater_2018.dat
Init exposure day: 001
  82   0.084    0.06    0.07
  83   0.089    0.04    0.04
  84   0.095    0.03    0.05
  85   0.101    0.06    0.05
  86   0.108    0.06    0.05
  87   0.115    0.03    0.08
  88   0.123    0.04    0.04
  89   0.131    0.04    0.09
  90   0.139    0.15    0.07
  91   0.149    0.03    0.03
  92   0.158    0.05    0.04
  93   0.169    0.05    0.03
  94   0.180    0.03    0.03
  95   0.175    0.03    0.03
  96   0.171    0.04    0.04
  97   0.166    0.05    0.04
  98   0.162    0.06    0.04
  99   0.158    0.05    0.04
 100   0.154    0.03    0.04
 101   0.150    0.03    0.08
 102   0.146    0.02    0.06
 103   0.142    0.03    0.06
 104   0.138    0.05    0.03
 105   0.135    0.03    0.04
 106   0.131    0.03    0.06
 107   0.128    0.07    0.06
 108   0.124    0.09    0.06
 109   0.121    0.03    0.04
 110   0.118    0.05    0.05
 111   0.115    0.03    0.06
 112   0.112    0.07    0.03
 113   0.109    0.03    0.07
 114   0.106    0.04    0.04
 115   0.103    0.03    0.04
 116   0.101    0.07    0.05
 117   0.098    0.05    0.05
 118   0.095    0.02    0.11
 119   0.093    0.04    0.05
 120   0.090    0.05    0.06
 121   0.088    0.07    0.03
 122   0.086    0.02    0.05
 123   0.084    0.02    0.04
 124   0.081    0.03    0.07
 125   0.079    0.03    0.05
 126   0.076    0.08    0.05
 127   0.074    0.03    0.05
 128   0.071    0.07    0.04
 129   0.068    0.03    0.04
 130   0.066    0.11    0.04
 131   0.063    0.05    0.05
 132   0.061    0.04    0.08
 133   0.059    0.04    0.07
 134   0.057    0.08    0.06
 135   0.055    0.08    0.05
 136   0.053    0.04    0.06
 137   0.051    0.04    0.06
 138   0.049    0.02    0.06
 139   0.047    0.04    0.05
 140   0.045    0.03    0.02
 141   0.044    0.03    0.04
 142   0.042    0.06    0.04
 143   0.040    0.02    0.07
 144   0.039    0.03    0.03
 145   0.038    0.03    0.05
 146   0.036    0.03    0.06
 147   0.035    0.05    0.07
 148   0.034    0.03    0.04
 149   0.032    0.06    0.03
 150   0.031    0.04    0.03
 151   0.030    0.05    0.04
 152   0.030    0.05    0.05
 153   0.030    0.04    0.06
 154   0.031    0.04    0.05
 155   0.031    0.10    0.04
 156   0.031    0.03    0.05
 157   0.031    0.04    0.05
 158   0.032    0.02    0.04
 159   0.032    0.04    0.08
 160   0.032    0.05    0.04
 161   0.032    0.04    0.04
 162   0.033    0.04    0.03
 163   0.033    0.03    0.04
 164   0.033    0.02    0.05
 165   0.033    0.06    0.06
 166   0.034    0.04    0.03
 167   0.034    0.11    0.04
 168   0.034    0.05    0.06
 169   0.034    0.04    0.07
 170   0.035    0.03    0.03
 171   0.035    0.04    0.06
 172   0.035    0.05    0.04
 173   0.035    0.04    0.05
 174   0.036    0.04    0.04
 175   0.036    0.03    0.06
 176   0.036    0.08    0.07
 177   0.036    0.04    0.05
 178   0.036    0.02    0.06
 179   0.036    0.03    0.05
 180   0.036    0.04    0.07
 181   0.036    0.05    0.07
 182   0.036    0.04    0.04
 183   0.036    0.06    0.04
 184   0.036    0.04    0.06
 185   0.036    0.03    0.05
 186   0.036    0.02    0.03
 187   0.036    0.05    0.04
 188   0.036    0.04    0.04
 189   0.036    0.11    0.06
 190   0.036    0.06    0.05
 191   0.036    0.12    0.05
 192   0.036    0.02    0.06
 193   0.035    0.04    0.03
 194   0.035    0.04    0.03
 195   0.035    0.07    0.05
 196   0.035    0.06    0.06
 197   0.035    0.04    0.06
 198   0.035    0.03    0.05
 199   0.035    0.06    0.03
 200   0.035    0.02    0.08
 201   0.035    0.04    0.04
 202   0.035    0.02    0.03
 203   0.035    0.09    0.05
 204   0.035    0.05    0.05
 205   0.035    0.03    0.04
 206   0.035    0.03    0.04
 207   0.035    0.05    0.04
 208   0.036    0.02    0.05
 209   0.036    0.05    0.06
 210   0.037    0.04    0.04
 211   0.037    0.06    0.06
 212   0.037    0.02    0.03
 213   0.038    0.03    0.02
 214   0.038    0.06    0.06
 215   0.039    0.01    0.03
 216   0.039    0.06    0.05
 217   0.040    0.03    0.05
 218   0.040    0.04    0.04
 219   0.041    0.07    0.04
 220   0.041    0.02    0.05
 221   0.042    0.03    0.03
 222   0.043    0.05    0.05
 223   0.043    0.02    0.05
 224   0.044    0.05    0.05
 225   0.044    0.03    0.05
 226   0.045    0.02    0.03
 227   0.045    0.10    0.03
 228   0.046    0.02    0.03
 229   0.046    0.05    0.05
 230   0.047    0.08    0.04
 231   0.048    0.08    0.04
 232   0.048    0.03    0.04
 233   0.049    0.05    0.03
 234   0.053    0.06    0.03
 235   0.057    0.06    0.07
 236   0.061    0.05    0.03
 237   0.066    0.03    0.04
 238   0.071    0.05    0.04
 239   0.077    0.12    0.06
 240   0.083    0.09    0.05
 241   0.089    0.05    0.05
 242   0.096    0.04    0.05
 243   0.104    0.04    0.05
 244   0.112    0.03    0.04
 245   0.121    0.06    0.05
 246   0.130    0.03    0.04
 247   0.140    0.04    0.04
 248   0.151    0.03    0.05
 249   0.163    0.03    0.06
 250   0.176    0.05    0.07
 251   0.190    0.07    0.03
 252   0.204    0.03    0.05
 253   0.220    0.03    0.04
 254   0.238    0.03    0.05
 255   0.256    0.09    0.04
 256   0.276    0.03    0.07
 257   0.298    0.04    0.03
 258   0.321    0.04    0.05
 259   0.347    0.04    0.04
 260   0.374    0.03    0.04
 261   0.403    0.07    0.07
 262   0.397    0.05    0.04
 263   0.391    0.03    0.04
 264   0.385    0.04    0.05
 265   0.379    0.05    0.05
 266   0.374    0.02    0.03
 267   0.368    0.10    0.05
 268   0.363    0.05    0.02
 269   0.357    0.04    0.06
 270   0.352    0.04    0.04
 271   0.347    0.07    0.04
 272   0.341    0.03    0.05
 273   0.336    0.03    0.04
 274   0.331    0.01    0.03
 275   0.326    0.02    0.09
 276   0.322    0.07    0.05
 277   0.317    0.06    0.06
 278   0.312    0.02    0.05
 279   0.307    0.03    0.05
 280   0.303    0.03    0.06
 281   0.298    0.07    0.06
 282   0.294    0.02    0.05
 283   0.289    0.04    0.04
 284   0.285    0.04    0.06
 285   0.281    0.04    0.05
 286   0.277    0.04    0.03
 287   0.273    0.05    0.04
 288   0.269    0.03    0.06
 289   0.265    0.05    0.04
 290   0.261    0.03    0.04
 291   0.259    0.03    0.07
 292   0.256    0.02    0.05
 293   0.254    0.04    0.04
 294   0.252    0.03    0.03
 295   0.250    0.06    0.05
 296   0.248    0.05    0.07
 297   0.247    0.06    0.03
 298   0.245    0.03    0.04
 299   0.243    0.05    0.04
 300   0.241    0.05    0.06
 301   0.239    0.03    0.06
 302   0.237    0.06    0.05
 303   0.235    0.04    0.05
 304   0.233    0.02    0.06
 305   0.231    0.04    0.06
 306   0.230    0.03    0.05
 307   0.228    0.03    0.05
 308   0.226    0.05    0.05
 309   0.224    0.08    0.07
 310   0.222    0.04    0.06
 311   0.221    0.04    0.06
 312   0.219    0.05    0.04
 313   0.217    0.10    0.04
 314   0.215    0.09    0.07
 315   0.214    0.04    0.03
 316   0.212    0.09    0.04
 317   0.210    0.06    0.05
 318   0.209    0.03    0.03
 319   0.207    0.02    0.04
 320   0.205    0.04    0.03
 321   0.204    0.05    0.05
 322   0.202    0.02    0.02
 323   0.201    0.09    0.03
 324   0.200    0.03    0.03
 325   0.200    0.04    0.04
 326   0.200    0.03    0.06
 327   0.200    0.04    0.03
 328   0.200    0.03    0.04
 329   0.200    0.05    0.06
 330   0.200    0.04    0.05
 331   0.200    0.03    0.04
 332   0.200    0.03    0.04
 333   0.199    0.01    0.05
 334   0.199    0.04    0.06
 335   0.199    0.05    0.05
 336   0.199    0.05    0.05
 337   0.199    0.06    0.03
 338   0.199    0.03    0.08
 339   0.199    0.05    0.03
 340   0.199    0.02    0.05
 341   0.198    0.06    0.04
 342   0.198    0.02    0.03
 343   0.198    0.03    0.04
 344   0.198    0.05    0.04
 345   0.198    0.03    0.05
 346   0.198    0.04    0.04
 347   0.198    0.04    0.06
 348   0.198    0.03    0.05
 349   0.197    0.02    0.03
 350   0.197    0.04    0.03
 351   0.197    0.05    0.05
 352   0.197    0.05    0.04
 353   0.197    0.03    0.05
 354   0.197    0.04    0.04
 355   0.197    0.03    0.04
 356   0.197    0.03    0.06
 357   0.197    0.04    0.06
 358   0.196    0.03    0.05
 359   0.196    0.01    0.03
 360   0.196    0.02    0.06
 361   0.196    0.06    0.09
 362   0.196    0.05    0.07
 363   0.196    0.03    0.08
 364   0.196    0.03    0.03
 365   0.196    0.03    0.06
