.\TS_CASM_Inp\T3DIGPondWater_2018.dat
Init exposure day: 001
  82   0.139    0.06    0.07
  83   0.148    0.04    0.04
  84   0.158    0.03    0.05
  85   0.169    0.06    0.05
  86   0.180    0.06    0.05
  87   0.192    0.03    0.08
  88   0.204    0.04    0.04
  89   0.218    0.04    0.09
  90   0.232    0.15    0.07
  91   0.248    0.03    0.03
  92   0.264    0.05    0.04
  93   0.281    0.05    0.03
  94   0.300    0.03    0.03
  95   0.292    0.03    0.03
  96   0.285    0.04    0.04
  97   0.277    0.05    0.04
  98   0.270    0.06    0.04
  99   0.263    0.05    0.04
 100   0.256    0.03    0.04
 101   0.249    0.03    0.08
 102   0.243    0.02    0.06
 103   0.236    0.03    0.06
 104   0.230    0.05    0.03
 105   0.224    0.03    0.04
 106   0.218    0.03    0.06
 107   0.213    0.07    0.06
 108   0.207    0.09    0.06
 109   0.202    0.03    0.04
 110   0.196    0.05    0.05
 111   0.191    0.03    0.06
 112   0.186    0.07    0.03
 113   0.182    0.03    0.07
 114   0.177    0.04    0.04
 115   0.172    0.03    0.04
 116   0.168    0.07    0.05
 117   0.163    0.05    0.05
 118   0.159    0.02    0.11
 119   0.155    0.04    0.05
 120   0.151    0.05    0.06
 121   0.147    0.07    0.03
 122   0.143    0.02    0.05
 123   0.139    0.02    0.04
 124   0.136    0.03    0.07
 125   0.132    0.03    0.05
 126   0.127    0.08    0.05
 127   0.123    0.03    0.05
 128   0.118    0.07    0.04
 129   0.114    0.03    0.04
 130   0.110    0.11    0.04
 131   0.106    0.05    0.05
 132   0.102    0.04    0.08
 133   0.098    0.04    0.07
 134   0.094    0.08    0.06
 135   0.091    0.08    0.05
 136   0.088    0.04    0.06
 137   0.084    0.04    0.06
 138   0.081    0.02    0.06
 139   0.078    0.04    0.05
 140   0.075    0.03    0.02
 141   0.073    0.03    0.04
 142   0.070    0.06    0.04
 143   0.067    0.02    0.07
 144   0.065    0.03    0.03
 145   0.063    0.03    0.05
 146   0.060    0.03    0.06
 147   0.058    0.05    0.07
 148   0.056    0.03    0.04
 149   0.054    0.06    0.03
 150   0.052    0.04    0.03
 151   0.050    0.05    0.04
 152   0.050    0.05    0.05
 153   0.051    0.04    0.06
 154   0.051    0.04    0.05
 155   0.052    0.10    0.04
 156   0.052    0.03    0.05
 157   0.052    0.04    0.05
 158   0.053    0.02    0.04
 159   0.053    0.04    0.08
 160   0.053    0.05    0.04
 161   0.054    0.04    0.04
 162   0.054    0.04    0.03
 163   0.055    0.03    0.04
 164   0.055    0.02    0.05
 165   0.056    0.06    0.06
 166   0.056    0.04    0.03
 167   0.056    0.11    0.04
 168   0.057    0.05    0.06
 169   0.057    0.04    0.07
 170   0.058    0.03    0.03
 171   0.058    0.04    0.06
 172   0.058    0.05    0.04
 173   0.059    0.04    0.05
 174   0.059    0.04    0.04
 175   0.060    0.03    0.06
 176   0.060    0.08    0.07
 177   0.061    0.04    0.05
 178   0.061    0.02    0.06
 179   0.061    0.03    0.05
 180   0.060    0.04    0.07
 181   0.060    0.05    0.07
 182   0.060    0.04    0.04
 183   0.060    0.06    0.04
 184   0.060    0.04    0.06
 185   0.060    0.03    0.05
 186   0.060    0.02    0.03
 187   0.060    0.05    0.04
 188   0.060    0.04    0.04
 189   0.060    0.11    0.06
 190   0.059    0.06    0.05
 191   0.059    0.12    0.05
 192   0.059    0.02    0.06
 193   0.059    0.04    0.03
 194   0.059    0.04    0.03
 195   0.059    0.07    0.05
 196   0.059    0.06    0.06
 197   0.059    0.04    0.06
 198   0.059    0.03    0.05
 199   0.059    0.06    0.03
 200   0.058    0.02    0.08
 201   0.058    0.04    0.04
 202   0.058    0.02    0.03
 203   0.058    0.09    0.05
 204   0.058    0.05    0.05
 205   0.058    0.03    0.04
 206   0.058    0.03    0.04
 207   0.059    0.05    0.04
 208   0.059    0.02    0.05
 209   0.060    0.05    0.06
 210   0.061    0.04    0.04
 211   0.062    0.06    0.06
 212   0.062    0.02    0.03
 213   0.063    0.03    0.02
 214   0.064    0.06    0.06
 215   0.065    0.01    0.03
 216   0.066    0.06    0.05
 217   0.067    0.03    0.05
 218   0.067    0.04    0.04
 219   0.068    0.07    0.04
 220   0.069    0.02    0.05
 221   0.070    0.03    0.03
 222   0.071    0.05    0.05
 223   0.072    0.02    0.05
 224   0.073    0.05    0.05
 225   0.074    0.03    0.05
 226   0.075    0.02    0.03
 227   0.075    0.10    0.03
 228   0.076    0.02    0.03
 229   0.077    0.05    0.05
 230   0.078    0.08    0.04
 231   0.079    0.08    0.04
 232   0.080    0.03    0.04
 233   0.081    0.05    0.03
 234   0.088    0.06    0.03
 235   0.095    0.06    0.07
 236   0.102    0.05    0.03
 237   0.110    0.03    0.04
 238   0.119    0.05    0.04
 239   0.128    0.12    0.06
 240   0.138    0.09    0.05
 241   0.149    0.05    0.05
 242   0.160    0.04    0.05
 243   0.173    0.04    0.05
 244   0.187    0.03    0.04
 245   0.201    0.06    0.05
 246   0.217    0.03    0.04
 247   0.234    0.04    0.04
 248   0.252    0.03    0.05
 249   0.272    0.03    0.06
 250   0.293    0.05    0.07
 251   0.316    0.07    0.03
 252   0.341    0.03    0.05
 253   0.367    0.03    0.04
 254   0.396    0.03    0.05
 255   0.427    0.09    0.04
 256   0.461    0.03    0.07
 257   0.497    0.04    0.03
 258   0.536    0.04    0.05
 259   0.578    0.04    0.04
 260   0.623    0.03    0.04
 261   0.671    0.07    0.07
 262   0.661    0.05    0.04
 263   0.652    0.03    0.04
 264   0.642    0.04    0.05
 265   0.632    0.05    0.05
 266   0.623    0.02    0.03
 267   0.614    0.10    0.05
 268   0.604    0.05    0.02
 269   0.595    0.04    0.06
 270   0.587    0.04    0.04
 271   0.578    0.07    0.04
 272   0.569    0.03    0.05
 273   0.561    0.03    0.04
 274   0.552    0.01    0.03
 275   0.544    0.02    0.09
 276   0.536    0.07    0.05
 277   0.528    0.06    0.06
 278   0.520    0.02    0.05
 279   0.512    0.03    0.05
 280   0.505    0.03    0.06
 281   0.497    0.07    0.06
 282   0.490    0.02    0.05
 283   0.482    0.04    0.04
 284   0.475    0.04    0.06
 285   0.468    0.04    0.05
 286   0.461    0.04    0.03
 287   0.454    0.05    0.04
 288   0.448    0.03    0.06
 289   0.441    0.05    0.04
 290   0.434    0.03    0.04
 291   0.431    0.03    0.07
 292   0.427    0.02    0.05
 293   0.424    0.04    0.04
 294   0.421    0.03    0.03
 295   0.417    0.06    0.05
 296   0.414    0.05    0.07
 297   0.411    0.06    0.03
 298   0.408    0.03    0.04
 299   0.404    0.05    0.04
 300   0.401    0.05    0.06
 301   0.398    0.03    0.06
 302   0.395    0.06    0.05
 303   0.392    0.04    0.05
 304   0.389    0.02    0.06
 305   0.386    0.04    0.06
 306   0.383    0.03    0.05
 307   0.380    0.03    0.05
 308   0.377    0.05    0.05
 309   0.374    0.08    0.07
 310   0.371    0.04    0.06
 311   0.368    0.04    0.06
 312   0.365    0.05    0.04
 313   0.362    0.10    0.04
 314   0.359    0.09    0.07
 315   0.356    0.04    0.03
 316   0.353    0.09    0.04
 317   0.351    0.06    0.05
 318   0.348    0.03    0.03
 319   0.345    0.02    0.04
 320   0.342    0.04    0.03
 321   0.340    0.05    0.05
 322   0.337    0.02    0.02
 323   0.334    0.09    0.03
 324   0.334    0.03    0.03
 325   0.334    0.04    0.04
 326   0.334    0.03    0.06
 327   0.333    0.04    0.03
 328   0.333    0.03    0.04
 329   0.333    0.05    0.06
 330   0.333    0.04    0.05
 331   0.333    0.03    0.04
 332   0.333    0.03    0.04
 333   0.332    0.01    0.05
 334   0.332    0.04    0.06
 335   0.332    0.05    0.05
 336   0.332    0.05    0.05
 337   0.332    0.06    0.03
 338   0.331    0.03    0.08
 339   0.331    0.05    0.03
 340   0.331    0.02    0.05
 341   0.331    0.06    0.04
 342   0.331    0.02    0.03
 343   0.330    0.03    0.04
 344   0.330    0.05    0.04
 345   0.330    0.03    0.05
 346   0.330    0.04    0.04
 347   0.330    0.04    0.06
 348   0.329    0.03    0.05
 349   0.329    0.02    0.03
 350   0.329    0.04    0.03
 351   0.329    0.05    0.05
 352   0.329    0.05    0.04
 353   0.328    0.03    0.05
 354   0.328    0.04    0.04
 355   0.328    0.03    0.04
 356   0.328    0.03    0.06
 357   0.328    0.04    0.06
 358   0.327    0.03    0.05
 359   0.327    0.01    0.03
 360   0.327    0.02    0.06
 361   0.327    0.06    0.09
 362   0.327    0.05    0.07
 363   0.326    0.03    0.08
 364   0.326    0.03    0.03
 365   0.326    0.03    0.06
