.\TS_CASM_Inp\Solatenol_exp_ESLS1986_15VFS.dat
Init exposure day: 001
  81   0.903    0.03    0.05
  82   0.903    0.06    0.07
  83   0.903    0.04    0.04
  84   0.903    0.03    0.05
  85   0.903    0.06    0.05
  86   0.903    0.06    0.05
  87   0.903    0.03    0.08
  88   0.900    0.04    0.04
  89   0.900    0.04    0.09
  90   0.900    0.15    0.07
  91   0.900    0.03    0.03
  92   0.900    0.05    0.04
  93   0.900    0.05    0.03
  94   0.900    0.03    0.03
  95   0.900    0.03    0.03
  96   0.900    0.04    0.04
  97   0.900    0.05    0.04
  98   0.900    0.06    0.04
  99   0.900    0.05    0.04
 100   0.900    0.03    0.04
 101   0.897    0.03    0.08
 102   0.897    0.02    0.06
 103   0.897    0.03    0.06
 104   0.897    0.05    0.03
 105   0.897    0.03    0.04
 106   0.897    0.03    0.06
 107   0.897    0.07    0.06
 108   0.897    0.09    0.06
 109   0.897    0.03    0.04
 110   0.897    0.05    0.05
 111   0.894    0.03    0.06
 112   0.894    0.07    0.03
 113   0.894    0.03    0.07
 114   0.894    0.04    0.04
 115   0.894    0.03    0.04
 116   0.894    0.07    0.05
 117   0.894    0.05    0.05
 118   0.894    0.02    0.11
 119   0.897    0.04    0.05
 120   0.918    0.05    0.06
 121   0.912    0.07    0.03
 122   0.906    0.02    0.05
 123   0.903    0.02    0.04
 124   0.900    0.03    0.07
 125   0.897    0.03    0.05
 126   0.894    0.08    0.05
 127   0.894    0.03    0.05
 128   0.894    0.07    0.04
 129   0.891    0.03    0.04
 130   0.891    0.11    0.04
 131   0.891    0.05    0.05
 132   0.891    0.04    0.08
 133   0.891    0.04    0.07
 134   0.888    0.08    0.06
 135   0.888    0.08    0.05
 136   0.894    0.04    0.06
 137   1.074    0.04    0.06
 138   1.020    0.02    0.06
 139   0.981    0.04    0.05
 140   0.957    0.03    0.02
 141   0.936    0.03    0.04
 142   0.924    0.06    0.04
 143   0.915    0.02    0.07
 144   0.909    0.03    0.03
 145   0.903    0.03    0.05
 146   0.900    0.03    0.06
 147   0.897    0.05    0.07
 148   0.897    0.03    0.04
 149   0.894    0.06    0.03
 150   0.894    0.04    0.03
 151   0.894    0.05    0.04
 152   0.891    0.05    0.05
 153   0.891    0.04    0.06
 154   0.891    0.04    0.05
 155   0.891    0.10    0.04
 156   0.891    0.03    0.05
 157   0.888    0.04    0.05
 158   0.888    0.02    0.04
 159   0.888    0.04    0.08
 160   0.888    0.05    0.04
 161   0.888    0.04    0.04
 162   0.888    0.04    0.03
 163   0.885    0.03    0.04
 164   0.885    0.02    0.05
 165   0.885    0.06    0.06
 166   0.885    0.04    0.03
 167   0.885    0.11    0.04
 168   0.885    0.05    0.06
 169   0.882    0.04    0.07
 170   0.882    0.03    0.03
 171   0.882    0.04    0.06
 172   0.882    0.05    0.04
 173   0.882    0.04    0.05
 174   0.882    0.04    0.04
 175   0.879    0.03    0.06
 176   0.879    0.08    0.07
 177   0.879    0.04    0.05
 178   0.879    0.02    0.06
 179   0.879    0.03    0.05
 180   0.876    0.04    0.07
 181   1.692    0.05    0.07
 182   1.455    0.04    0.04
 183   1.293    0.06    0.04
 184   1.176    0.04    0.06
 185   1.095    0.03    0.05
 186   1.041    0.02    0.03
 187   1.002    0.05    0.04
 188   0.972    0.04    0.04
 189   4.260    0.11    0.06
 190   3.270    0.06    0.05
 191   2.613    0.12    0.05
 192   2.142    0.02    0.06
 193   1.815    0.04    0.03
 194   1.587    0.04    0.03
 195   1.428    0.07    0.05
 196   1.317    0.06    0.06
 197   1.239    0.04    0.06
 198   1.185    0.03    0.05
 199   1.146    0.06    0.03
 200   1.119    0.02    0.08
 201   1.101    0.04    0.04
 202   1.089    0.02    0.03
 203   1.077    0.09    0.05
 204   1.071    0.05    0.05
 205   1.065    0.03    0.04
 206   1.062    0.03    0.04
 207   1.059    0.05    0.04
 208   1.056    0.02    0.05
 209   1.056    0.05    0.06
 210   1.053    0.04    0.04
 211   1.053    0.06    0.06
 212   1.050    0.02    0.03
 213   1.050    0.03    0.02
 214   1.047    0.06    0.06
 215   1.047    0.01    0.03
 216   1.047    0.06    0.05
 217   1.047    0.03    0.05
 218   1.044    0.04    0.04
 219   1.065    0.07    0.04
 220   1.059    0.02    0.05
 221   1.053    0.03    0.03
 222   1.050    0.05    0.05
 223   1.047    0.02    0.05
 224   1.044    0.05    0.05
 225   1.041    0.03    0.05
 226   1.041    0.02    0.03
 227   1.038    0.10    0.03
 228   1.038    0.02    0.03
 229   1.038    0.05    0.05
 230   1.038    0.08    0.04
 231   1.035    0.08    0.04
 232   1.035    0.03    0.04
 233   1.035    0.05    0.03
 234   1.032    0.06    0.03
 235   1.032    0.06    0.07
 236   1.032    0.05    0.03
 237   1.032    0.03    0.04
 238   1.032    0.05    0.04
 239   1.029    0.12    0.06
 240   1.029    0.09    0.05
 241   1.029    0.05    0.05
 242   1.029    0.04    0.05
 243   1.026    0.04    0.05
 244   1.026    0.03    0.04
 245   1.026    0.06    0.05
 246   1.026    0.03    0.04
 247   1.026    0.04    0.04
 248   1.023    0.03    0.05
 249   1.023    0.03    0.06
 250   1.023    0.05    0.07
 251   1.023    0.07    0.03
 252   1.023    0.03    0.05
 253   1.023    0.03    0.04
 254   1.020    0.03    0.05
 255   1.020    0.09    0.04
 256   1.020    0.03    0.07
 257   1.020    0.04    0.03
 258   1.020    0.04    0.05
 259   1.017    0.04    0.04
 260   1.017    0.03    0.04
 261   1.017    0.07    0.07
 262   1.017    0.05    0.04
 263   1.017    0.03    0.04
 264   1.017    0.04    0.05
 265   1.014    0.05    0.05
 266   1.014    0.02    0.03
 267   1.176    0.10    0.05
 268   1.128    0.05    0.02
 269   1.095    0.04    0.06
 270   1.071    0.04    0.04
 271   1.056    0.07    0.04
 272   1.059    0.03    0.05
 273   1.047    0.03    0.04
 274   1.038    0.01    0.03
 275   1.032    0.02    0.09
 276   1.026    0.07    0.05
 277   1.023    0.06    0.06
 278   1.020    0.02    0.05
 279   1.020    0.03    0.05
 280   1.017    0.03    0.06
 281   1.017    0.07    0.06
 282   1.014    0.02    0.05
 283   1.014    0.04    0.04
 284   1.014    0.04    0.06
 285   1.014    0.04    0.05
 286   1.011    0.04    0.03
 287   1.011    0.05    0.04
 288   1.011    0.03    0.06
 289   1.011    0.05    0.04
 290   1.011    0.03    0.04
 291   1.011    0.03    0.07
 292   1.008    0.02    0.05
 293   1.008    0.04    0.04
 294   1.008    0.03    0.03
 295   1.008    0.06    0.05
 296   1.008    0.05    0.07
 297   1.008    0.06    0.03
 298   1.053    0.03    0.04
 299   1.038    0.05    0.04
 300   1.029    0.05    0.06
 301   1.023    0.03    0.06
 302   1.017    0.06    0.05
 303   1.014    0.04    0.05
 304   1.011    0.02    0.06
 305   1.011    0.04    0.06
 306   1.008    0.03    0.05
 307   1.008    0.03    0.05
 308   1.008    0.05    0.05
 309   1.005    0.08    0.07
 310   1.005    0.04    0.06
 311   1.005    0.04    0.06
 312   1.005    0.05    0.04
 313   1.005    0.10    0.04
 314   1.005    0.09    0.07
 315   1.005    0.04    0.03
 316   1.005    0.09    0.04
 317   1.002    0.06    0.05
 318   1.002    0.03    0.03
 319   1.002    0.02    0.04
 320   1.002    0.04    0.03
 321   1.002    0.05    0.05
 322   1.002    0.02    0.02
 323   1.002    0.09    0.03
 324   1.002    0.03    0.03
 325   1.002    0.04    0.04
 326   1.002    0.03    0.06
 327   1.002    0.04    0.03
 328   1.002    0.03    0.04
 329   1.002    0.05    0.06
 330   0.999    0.04    0.05
 331   0.999    0.03    0.04
 332   0.999    0.03    0.04
 333   0.999    0.01    0.05
 334   0.999    0.04    0.06
 335   1.032    0.05    0.05
 336   1.023    0.05    0.05
 337   1.014    0.06    0.03
 338   1.011    0.03    0.08
 339   1.008    0.05    0.03
 340   1.005    0.02    0.05
 341   1.002    0.06    0.04
 342   1.002    0.02    0.03
 343   1.002    0.03    0.04
 344   1.002    0.05    0.04
 345   1.002    0.03    0.05
 346   0.999    0.04    0.04
 347   0.999    0.04    0.06
 348   0.999    0.03    0.05
 349   0.999    0.02    0.03
 350   0.999    0.04    0.03
 351   0.999    0.05    0.05
 352   0.999    0.05    0.04
 353   0.999    0.03    0.05
 354   0.999    0.04    0.04
 355   0.999    0.03    0.04
 356   0.999    0.03    0.06
 357   0.999    0.04    0.06
 358   0.999    0.03    0.05
 359   0.999    0.01    0.03
 360   0.999    0.02    0.06
 361   0.999    0.06    0.09
 362   0.999    0.05    0.07
 363   0.999    0.03    0.08
 364   0.996    0.03    0.03
 365   0.996    0.03    0.06
